question,answer_date,ministry,question_type,question_no,question_by,question_title,question_description,answer,id
177664.0,27.04.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,2560.0,Shri P. Rajeeve,"Enrolment of SC, ST and Muslim girls in KGBVs","(a) the communities that Kasturba Gandhi Balika Vidyalayas (KGBVs) aim to reach out to; (b) the enrolment rate of Scheduled Caste, Scheduled Tribe and Muslim girls in KGBVs, since 2004; and(c) the steps being taken to increase the enrolment of girls from Scheduled Caste, Scheduled Tribe and Muslim community in KGBVs?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(DR. D. PURANDESWARI) (a) Kasturba Gandhi Balika Vidyalaya (KGBV) provides for setting up residential schools at upper primary level for girls belonging predominantly to the SC, ST, OBC and minority communities in EBBs. In view of the targeted nature of the scheme a minimum of 75% seats are earmarked for girls from SC, ST, OBC and minority communities, and for the remaining 25%, priority is accorded to girls from families below the poverty line.(b) Enrolment rate of Scheduled Caste, Scheduled Tribes and Muslim girls in KGBVs is given below:Year Enrolment Rate of Girls SC ST Muslim2004-05 Not Available2005-06 Not Available2006-07 26.43% 32.41% 4.72%2007-08 28.05% 29.93% 5.33%2008-09 24.85% 34.60% 6.70%2009-10 27.26% 28.86% 7.88%2010-11 30.67% 24.77% 9.97%2011-12 30.07% 25.29% 7.37%/pre>(c) The following steps have been taken to increase the enrolment of girls from Scheduled Caste, Scheduled Tribe and Muslim community in KGBVs. â<U+0080>¢ Out of 3600 KGBVs in the country:o 1075 KGBVs have been sanctioned in blocks having over 20% SC population; 44% of the girls enrolled in these KGBVs are from the SC category.o 667 KGBVs have been sanctioned in blocks having over 20% ST population; 57% of the girls enrolled therein are from the ST category.o 490 KGBVs have been sanctioned in blocks having over 20% Muslim population; 31% of the girls enrolled therein belong to Muslim minority.",
177684.0,27.04.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,2580.0,Shri Rajiv Pratap Rudy,Posts of Vice Chancellors,"(a) whether several posts of Vice-Chancellors are lying vacant in Central universities in the country;(b) if so, the details thereof and the reasons therefor;(c) whether Government is reviewing the selection procedure of Vice-Chancellors to Central Universities; and(d) if so, the details thereof?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(Dr. D. PURANDESWARI)(a) & (b) As on date, only five positions of Vice Chancellors of Central Universities are lying vacant, out of a total of 40 Central Universities under the purview of Ministry of Human Resource Development. These Central Universities are (1) English and Foreign Languages University, Hyderabad, (2) Indira Gandhi National Open University, New Delhi, (3) Aligarh Muslim University, Aligarh, (4) Pondicherry University, Pondicherry and (5) Assam University, Silchar.Vice Chancellors of Central Universities are appointed in accordance with the provisions of the Act and Statutes of the University concerned. Process for appointment of Vice Chancellors of Central Universities is started well in advance, sometimes the process is delayed for reasons like delay in nomination of members for the Search Committee by the Executive Council/ Court of the University and Visitor; delay in finding common dates for the meeting by the members of Search Committee etc.(c ) &(d) No, Sir. Selection procedure is prescribed in the respective Acts and Statutes of the concerned University and the same process is being followed.",
177685.0,27.04.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,2581.0,Shri Mohd. Ali Khan,Implementation of Mid Day Meal Scheme,"(a) whether Government is implementing Mid-Day-Meal Scheme properly; (b) if so, the details thereof in the Eleventh Five Year Plan;(c) the funds allocated and used, State-wise; and(d) the coverage of SCs/STs and OBCs in each State especially in the backward areas in Andhra Pradesh for the above mentioned period?","MINISTER OF STATE IN THEMINISTRY OF HUMAN RESOURCE DEVELOPMENT(Dr. D. PURANDESWARI)(a) & (b): Yes, Sir. A sum of Rs.38490 crore has been released to the States for Mid Day Meal Scheme, during the 11th Plan. On an average 28.94 lakh MT foodgrain has been allocated annually to benefit 11.03 crore children in 12.45 lakh schools in the country.(c): The information is given in Annexure.(d): The Mid Day Meal Scheme covers all children studying in classes I-VIII in eligible institutions irrespective of caste, sex, religion etc. Separate data on coverage of children for SCs, STs and OBCs is therefore not maintained by Central Government. In Andhra Pradesh, on an average, 6314511 children were covered annually, under the Scheme during the 11th Five Year Plan.",
177700.0,27.04.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,2596.0,Smt. Jharna Das Baidya,Enrolment of SC women in higher education,"(a) whether according to UGC report the enrolment ratio of SC women in the country is only 3.16 per cent for higher education;(b) if so, the details thereof; and(c) the remedial measures Government has taken or proposes to take in this regard?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(DR. D. PURANDESWARI)(a) to (c): No, Sir. As per Statistics of Higher & Technical Education, 2009-10, compiled by Ministry of Human Resource Development, the Gross Enrolment Ratio (GER) of Scheduled Castes (SC) Women is 9.0 per cent for higher education, in the country. In one of the reports compiled by the University Grants Commission (UGC) in 2008, the GER of Hindu SC women was reported to be 3.26 in the rural India. But the report had relied on the some figures pertaining to 2004-05.",
177815.0,30.04.2012,INFORMATION AND BROADCASTING,UNSTARRED,2692.0,Shri Ashk Ali Tak,Airing of religious programmes,"(a) whether it is a fact that various religious programmes are being aired on television channels; (b) whether it is also a fact that no programme based on Islam is aired by Bhaskar T.V. based in Jaipur, Rajasthan and if so, the reasons therefor; and (c) the action Government proposes to take in this regard?","THE MINISTER OF STATE IN THE MINISTRY OF INFORMATION & BROADCASTING (SHRI C. M. JATUA)(a) to (c) TV channels keep on airing religious programmes from time to time. All programmes carried in the cable service are required to be as per the Programme Code laid down under the Cable Television Networks (Regulation) Act, 1995. The Code lays down a whole range of principles that are required to be strictly followed by TV channels. This Ministry has not permitted â<U+0080><U+0098>Bhaskar T.V.â<U+0080><U+0099> channel under the Uplinking/Downlinking guidelines. **********",
177844.0,30.04.2012,MINORITY AFFAIRS,UNSTARRED,2721.0,SHRI SABIR ALI,Programmes and projects of NMDFC,"(a) the capital of National Minorities Development and Finance Corporation (NMDFC);(b) the ongoing programmes and projects being funded by the corporation; and(c) the credit/funds provided to different minority communities, separately during the last three years and the current year by the corporation?","MINISTER OF STATE IN THE MINISTRY OF MINORITY AFFAIRS(SHRI VINCENT H. PALA)(a) The subscribed share capital of National Minorities Development and Finance Corporation (NMDFC) is Rs. 1072.19 Crore as on 31.03.2012. (b) NMDFC implements two kinds of schemes, namely, Lending Schemes and Promotional schemes for people belonging to minority communities. Under Lending schemes, Term Loans, Micro-finance and Educational loans are provided at concessional rates of interest and under promotional schemes, vocational training, marketing assistance and Mahila Samridhi Yojana are implemented.(c) The amount of credit/funds provided to different minority communities during the last three years i.e. from 2009-10 to 2011-12 is as follows:(Amount Rs. in lakh)Year Muslims Christians Sikhs Buddhists Parsis Total2009-10 11500.52 4044.89 752.15 16.16 0.00 16313.722010-11 14165.25 4427.84 1046.41 16.79 0.00 19656.292011-12* 11914.97 4300.90 398.17 10.54 0.00 16624.58*Figures are provisional since all the Utilization Certificates have not been received.For the current year 2012-13, no disbursement has been made till date. ****",
177875.0,30.04.2012,POWER,UNSTARRED,2752.0,Shri Husain Dalwai,Hydel power projects,"(a) how many hydel power projects have been taken up in different States of the country;(b) the present status of these projects;(c) whether a larger number of hydel projects are either delayed for want of environmental clearances or pressure from environmentalists/NGOs in support of safe environment;(d) if so, the details thereof; and(e) the steps taken to remove these barriers?","THE MINISTER OF STATE IN THE MINISTRY OF POWER( SHRI K.C. VENUGOPAL )(a) & (b) : Fifty-one hydro-electric projects (Installed Capacity above 25 MW) aggregating to 13,332 MW capacity have been taken up (under execution) in different States of the country. The status of these projects indicating Sector, State, likely date of commissioning etc. are given at Annex-I. (c) & (d) : Twenty-four nos. of hydro-electric projects (Installed Capacity above 25 MW), which have been accorded concurrence by the Central Electricity Authority (CEA) are pending for want of environment and/or forest clearance. The details are given at Annex-II. The construction work of under-construction Loharinag Pala H.E. Project - 600 MW on river Bhagirathi has been scrapped by the Government due to agitation by environmentalists/affected people. Similarly, under development Bhairoghati HEP (381 MW) and Pala Maneri HEP (480 MW) on river Bhagirathi, which are yet to be taken up for construction have also been scrapped. These projects have been scrapped on the need to ensure â<U+0080><U+009C>Aviral Jaldharaâ<U+0080><U+0099> in the river Bhagirathi. Further, works have been stopped on Srinagar H.E. Project â<U+0080><U+0093> 330 MW due to environmental concerns, mainly on the issue of relocation of Dhari Devi Temple. (e) : Project Developers are pursuing the matter at the appropriate level to get the clearances expedited. The Ministry of Power is also regularly reviewing the status of Environment and Forest Clearances for power project and are taking up the matter with the Ministry of Environment & Forests (MoEF) for expeditious clearance. ********",
178088.0,02.05.2012,URBAN DEVELOPMENT,UNSTARRED,2945.0,DR. GYAN PRAKASH PILANIA,Inclusion of cities under JNNURM,"(a) the criteria/parameters adopted by Government to include cities under the Jawaharlal Nehru National Urban Renewal Mission(JNNURM);(b) the cities in Rajasthan covered under JNNURM;(c) the funds sanctioned/released and utilized during the last three years;(d) the present status of development of these Cities;(e) whether Government has received any proposals from Rajasthan to include more cities under JNNURM; and(f) if so, the details thereof?","THE MINISTER OF STATE IN THE MINISTRY OF URBAN DEVELOPMENT(SHRI SAUGATA ROY)(a) & (b): The criteria/ parameters for inclusion of cities under Urban Infrastructure & Governance (UIG) Sub-Mission of Jawaharlal Nehru National Urban Renewal Mission (JnNURM) is as follows:-Cities/UAs with 4 million plus population as per 2001 census 07Cities/UAs with 1 million plus but less than 4 million population as per 2001 Census 28Selected Cities/UAs (State Capitals and other cities/UA of religion/historic and touristic importance) 30 Ajmer-Pushkar and Jaipur are the two cities in the State of Rajasthan covered under Urban Infrastructure & Governance (UIG) Sub-Mission of Jawaharlal Nehru National Urban Renewal Mission (JnNURM). The remaining cities are covered under Urban Infrastructure Development Scheme for Small and Medium Towns (UIDSSMT) component of JnNURM.(c) & (d): Details of funds released for utilization during the last 3 years for the project approved under UIG of JnNURM for the State of Rajasthan is as under: (Rs. in Lakhs) Years Amount of Additional Central Assistance released for Utilization inclusive of projects approved earlier during the Mission period 2009-10 2826.102010-11 0.002011-12 4584.94The projects approved are at various stages of implementation. (e) & (f): Request for inclusion of Jodhpur city under UIG Sub-mission of JnNURM has been received from Rajasthan.As per guidelines of UIG Sub-Mission, the number of cities under the Mission shall remain around 60. At present there are 65 cities covered under UIG Sub-mission of JnNURM and no more cities have been added. Cities that are not covered under UIG Sub-mission are eligible for assistance under Urban Infrastructure Development Scheme for Small and Medium Towns (UIDSSMT) subject to availability of funds. ********",
178109.0,04.05.2012,HUMAN RESOURCE DEVELOPMENT,STARRED,401.0,Shri Mohammed Adeeb,Powers of Chairman of NCMEI,"(a) whether it is a fact that All India Muslim Majlis-e-Mushawarat has condemned the recent divestment of the administrative and financial powers of the Chairman of National Commission for Minority Educational Institutions (NCMEI) and has demanded to restore forthwith those powers and also stop interference in the working of the Commission;(b) if so, the details thereof; and(c) the action being taken by Government in this regard?","MINISTER OF HUMAN RESOURCE DEVELOPMENT(SHRI KAPIL SIBAL)(a) to (c): A statement is laid on the Table of the House. STATEMENT REFERRED TO IN REPLY TO PARTS (a) TO (c) OF RAJYA SABHA STARRED QUESTION NO. 401 ASKED BY SHRI MOHAMMED ADEEB, HON''BLE M.P. FOR 04.05.2012 REGARDING POWERS OF CHAIRMAN OF NCMEI.(a) & (b) A joint representation from the All India Muslim Majlis Mushawarat has been received in this Ministry against the purported withdrawal of powers of the Chairman, National Commission for Minority Educational Institutions (NCMEI).(c) There has been no change in the financial and quasi-judicial powers of the Chairman, NCMEI or of the Commission. The Chairman, NCMEI in a communication has also informed that there is no governmental interference in the administrative or financial matters of the Commission. Two amendments relating to administrative powers of the Chairman have been made on 28.02.2012, after vetting by the Ministry of Law & Justice in order to bring the National Commission for Minority Educational Institutions (Financial and Administrative Powers) Rules, 2005 and National Commission for Minority Educational Institutions (Procedure for Appeal) Rules, 2006 in conformity with the National Commission for Minority Educational Institutions Act, 2004. The details are as under:S.No. Provision in NCMEI Act Rules prior to Amendment Present Rules i.e. after Amendment1 Section 6, Officers and As per Item 1 of Schedule to After deletion of item other employees of Rule 3, National 1 of Schedule to Rule Commission: (1) The Commission for Minority 3 the Central Central Government shall Educational Institutions Government shall provide the Commission (Financial and have the powers in with a Secretary and such Administrative Powers) the respect of other officers and Chairperson shall have the appointments and employees as may be powers in respect of promotions against necessary for the efficient appointments and vacancy in respect of performance of the promotions against vacancy sanctioned post. functions of the in respect of sanctioned Commission under this post. Act.2. Section 9 (3), Procedure to Rule 28, National Rule 28 now provides be regulated by the Commission for Minority that a copy of the Commission: All orders Educational Institutions order, certified by the and decisions of the (Procedure for Appeal) Secretary, or such Commission shall be provided that a copy of the officer as Secretary authenticated by the order, certified by the appoints in this Secretary or any other Secretary, or such officer as behalf. officer of the Commission Chairman appoints in this duly authorized by the behalf. Secretary in this behalf.",
178187.0,03.05.2012,EXTERNAL AFFAIRS,UNSTARRED,2975.0,Shri K.N. Balagopal,Detaining of Indians at US airport,"(a) whether renowned Bollywood filmstar Shri Shahrukh Khan was detained in US at airport recently; (b) if so, the details of Ministry level interventions performed by Government in this regard; (c) whether any permanent mechanism is sought by Government from the US for avoiding such incidence in the future; and (d) if so, the details thereof?","THE MINISTER OF STATE IN THE MINISTRY OF EXTERNAL AFFAIRS(SHRI E. AHAMED)(a) The Government is aware that Shri Shahrukh Khan faced delay in immigration clearance at the White Plains Airport, New York on 12 April 2012. However, the U.S. Customs & Border Protection officials took immediate steps to clear Mr. Khan following intervention by the Consulate General of India in New York and also conveyed their sincere apologies for the inconvenience caused to Mr. Khan.(b) The Embassy of India in Washington raised the incident with the U.S. Department of State, which expressed apologies for any discomfort or inconvenience suffered by Mr. Khan due to the incident. The Ministry of External Affairs also conveyed to the U.S. Embassy in New Delhi its concerns over the incident. On 13 April 2012, the U.S. Embassy spokesperson apologised for any inconvenience or delay experienced by Mr. Shahrukh Khan. (c) & (d) The Government has used every opportunity, including during the India- U.S. Aviation Security Group meeting, to stress that while it respects the right of every country to institute necessary security procedures at their airports, it should be done in a manner that does not cause inconvenience to bona fide passengers, takes into account internationally recognised diplomatic courtesies and privileges, and is sensitive to cultural and religious sentiments of travellers. The U.S. Government has expressed regret for these incidents and has conveyed that it will seek to avoid similar incidents in the future. The U.S. Government has informed that travellers, including private travellers, who have experienced difficulties during their travel screening at transportation hubs in the United States, can use the Department of Homeland Security Traveler Redress Inquiry Program (DHSTRIP) to resolve issues such as misidentification. *****",
178203.0,03.05.2012,EXTERNAL AFFAIRS,UNSTARRED,2984.0,SHRI K.E. ISMAIL,Distribution of quota for Haj Pilgrimage,"(a) whether it is a fact that large number of Muslims in the country do undertake Haj pilgrimage every year;(b) whether more people could not make it due to shortage of quota;(c) if so, the mechanism and policy of distribution of quota for Haj pilgrimage;(d) whether Government would take up the matter with Government of Saudi Arabia so that the quota is raised; and(e) if so, the details thereof?","THE MINISTER OF STATE IN THE MINISTRY OF EXTERNAL AFFAIRS(SHRI E. AHAMED)(a) & (b) Yes.(c) In accordance with the Haj Agreement signed with the Government of Saudi Arabia, the Haj quota is allotted between the Haj Committee of India (HCOI) and the Private Tour Operators (PTOs). Subsequently, HCOI allocates its quota among the various States/Union Territories (UTs) in proportion to the Muslim population of that State/UT as per 2001 Census through computerized Qurrah (draw of lots).(d) & (e) The Government of Saudi Arabia annually allocates Haj seats on the basis of Muslim population through a bilateral Agreement. Over and above its national quota, Government of India requests the Saudi Government for additional quota to accommodate the excess demand.*****",
178285.0,04.05.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,3177.0,SHRI UPENDRA KUSHWAHA,Education of girls,"(a) the details of initiatives taken to educate girls and to ensure that they do not leave school before secondary level;(b) the details of measures taken to create an atmosphere to ensure their retention up to secondary level;(c) whether more than 5.23 lakh posts of teachers are lying vacant and to bring the pupil-teacher ratio to 30:1 as prescribed by the RTE Act 5.1 lakh additional teachers are required to be recruited;(d) if so, the details thereof, State-wise; and(e) the measures taken to fill up the vacant posts in a time-bound manner?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(Dr. D. PURANDESWARI)(a) & (b): The Sarva Shiksha Abhiyan (SSA), a national flagship programme for universalisation of elementary education, provides for several general provisions aimed at retention of girls, such as free textbooks and uniforms as per noms laid down in the SSA Framework of Implementation. In addition, SSA provides for several targeted interventions to promote the education of girls, which include gender sensitization teacher training programmes, providing for an â<U+0080><U+0098>Innovation fundâ<U+0080><U+0099> per district, which can inter alia be utilised for need based interventions, such as exposure visits, life skills training, summer camps, and early childhood care and education centres in/near schools in convergence with Integrated Child Development Services (ICDS) programme, and community mobilization efforts etc. SSA also provides separate toilets for girls in schools.In addition, the Kasturba Gandhi Balika Vidyalaya (KGBV) component of SSA provides for setting up of residential upper primary schools for girls from SC, ST, OBC & Muslim communities. Further, the National Programme of Education for Girls at Elementary Level (NPEGEL) under SSA makes additional provisions for enhancing the education of underprivileged/disadvantaged girls at elementary level through more intense community mobilizations, the development of model schools in clusters, gender sensitisation of teachers, development of gender sensitive learning materials, early child care and education facilities and provision of need-based incentives like escorts, stationery, work books and uniforms etc. for girls. The Centrally Sponsored Scheme for â<U+0080><U+009C>Construction and Running of Girlsâ<U+0080><U+0099> Hostels for Students of Secondary and Higher Secondary Schoolsâ<U+0080> launched in 2008-09 and implemented from 2009-10 envisages construction of a hostel with the capacity of 100 girls in each of about 3,500 Educationally Backward Blocks (EBBs) in the country with the main objective to improve access to and retain the girl child in secondary and higher secondary, Classes IX-XII, so that the girls students are not denied the opportunity to continue their study due to distance to school, parentsâ<U+0080><U+0099> financial affordability and other connected societal factors. Another Centrally sponsored scheme namely â<U+0080><U+009C>National Scheme of Incentive to Girls for Secondary Education (NSIGSE)â<U+0080> was launched in May 2008 with the objective to establish an enabling environment to reduce the drop-outs and to promote the enrolment of girl child belonging mainly to SC/ST communities in secondary schools. According to the scheme, a sum of Rs. 3,000/- is deposited in the name of eligible girls as fixed deposit, who are entitled to withdraw it along with interest thereon on reaching 18 years of age and passing 10th standard examination.(c) to (e): Under SSA a total of 12,82,419 teachers were sanctioned from 2001-02 to 2009-10 to cover both urban and rural areas, against which 10.30 lakh teachers were appointed as on 31.03.2010. Pursuant to the enforcement of the Right of Children to Free and Compulsory Education (RTE) Act 2009, the additional requirement of teachers in elementary education was estimated at 5.08 lakh. This does not include teacher vacancies in the State Sector. Since the RTE Act became operative an additional 6,82,788 teacher posts have been sanctioned under SSA in the years 2010-11 and 2011-12, based on proposals received from the States. The cumulative progress in recruitment, since inception, is 12,26,441 teachers, as per State-wise details annexed.As per DISE 2010-11 the overall Pupil Teacher Ratio (PTR) at the primary level is 32:1, and at the upper primary it is 29:1. The RTE Act stipulates that the prescribed PTR shall be maintained in respect of every school. States have, therefore, been advised to rationalize the deployment of teachers and expedite the recruitment of teachers against posts sanctioned under SSA as well as existing State sector vacancies to address the problem of teacher shortage.",
178301.0,04.05.2012,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,3193.0,SHRI BHAGAT SINGH KOSHYARI,National Institute of Open Schooling,"(a) whether National Institute of Open Schooling (NIOS) is running various schemes/projects for the benefit of students;(b) if so, the details thereof, scheme-wise;(c) the extent to which students, particularly those belonging to minority sections, have been benefited from this Institute;(d) the details of funds earmarked for and utilized by this institute, during the last two years and current year;(e) the details of recognised centres of NIOS for foreign students; and(f) the number of students enrolled in these centres across various countries?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(DR. D. PURANDESWARI)(a)&(b): National Institute of Open Schooling runs the following schemes/projects for the benefit of students- (i) Senior Secondary programme for the students above 15 years of age, (ii) Secondary programme for the students above 14 years of age, (iii) Vocational Education programmes run through Accredited Vocational Institutes (AVIs) for age group 14+, (iv) Open Basic Education for neo-literate adults,(v) Scheme for Providing Quality Education in Madarsas (SPQEM) and (vi) Hunar Projects for Muslim Girls for skill training.(c): 243964 students from Minories have been enrolled during last three years i.e. upto 31.10.2011.(d): The total funds allocated and utilized by NIOS in the last two years and the current year are as under: (Rs. In crore)Year Budget Expenditure Plan Fund Income generated Plan Fund From internal From GOI by NIOS from GOI funds2010-11 14.64 99.07 08.19 71.982011-12 14.95 115.20 11.04 86.942012-13 00.10 - - - (e)&(f): NIOS has 16 centres located in Sharjah (UAE), Dubai (UAE), Abu Dhabi (UAE), Kuwait, Qatar, Oman and Nepal. 9880 students were enrolled in these courses from 01.04.2009 to 30.04.2012.",
178325.0,04.05.2012,RAILWAYS,UNSTARRED,3218.0,DR. GYAN PRAKASH PILANIA,Unmanned railway level crossings,"(a) whether unmanned railway level crossings result in large number of deaths due to accidents on tracks;(b) if so, their statistics for last three years;(c) whether a speeding Gonda-Ayodhya passenger train had rammed into a truck at an unmanned level crossing on 1st November, 2009 resulting in the death of 18 persons; (d) whether a large number of unmanned railway level crossings still exist which pose danger to the crossing vehicles, etc.; and (e) whether the pace of manning unmanned level crossings has been painfully slow?","MINISTER OF STATE IN THE MINISTRY OF RAILWAYS(SHRI BHARATSINH SOLANKI)(a) to (e): A Statement is laid on the Table of the House.STATEMENT REFERRED TO IN REPLY TO PARTS (a) TO (e) OF UNSTARRED QUESTION NO. 3218 BY DR. GYAN PRAKASH PILANIA TO BE ANSWERED IN RAJYA SABHA ON 04.05.2012 REGARDING UNMANNED RAILWAY LEVEL CROSSINGS.(a) & (b): Number of persons who lost their lives in incidents at unmanned level crossings caused due to negligence of road vehicle users during the last three years i.e. 2009-10, 2010-11 and 2011-12 were 170, 130 and 202 respectively.(c): On 01.11.2009, at 13.05 hrs., while the Train No. 441 Up Gorakhpur - Ayodhya Passenger was on run between Mankapur and Katra Stations on Mankapur - Ayodhya Section of Lucknow Division of North Eastern Railway, one truck loaded with sand dashed against the train at Unmanned Level Crossing No. 15-C resulting into loss of lives to 18 persons and injury to 37 persons.(d) & (e): Since 01.04.2010, 1211 unmanned level crossings (UMLCs) have been manned and 1281 unmanned level crossings have been eliminated by provision of diversion roads, subways and closing of UMLCs with negligible Train Vehicle Units (TVU). The pace of manning and elimination of unmanned level crossings have increased since the last two years. As on 01.04.2012, there are 13,471 unmanned level crossings over Indian Railways.*****",
178429.0,03.05.2012,TRIBAL AFFAIRS,UNSTARRED,3084.0,Shri D. Raja,Lack of basic facilities in tribal villages,"(a) whether the attention of the Ministry has been drawn to the fact that various tribal villages in different States of the country lack basic facilities like roads, educational facility, medical facilities etc.;(b) if so, whether Government has conducted any survey to ascertain the number of such villages along with the number of population;(c) if so, the details thereof, State-wise;(d) whether it is also a fact that children between 0 to 5 years are severely malnourished;(e) if so, whether Government proposes to undertake any programme to uplift the conditions of those tribal people on urgent basis;(f) if so, the details thereof; and(g) if not, the reasons therefor?","MINISTER OF STATE IN THE MINISTRY OF TRIBAL AFFAIRS (SHRI MAHADEO SINGH KHANDELA)(a) to (c): Tribal Village wise data are not available. However, this Ministry extends special central assistance to tribal sub plan which covers employment â<U+0080><U+0093>cum-income generation activities and the infrastructure incidental thereto, not only family based but also run by the self help groups or community. Its ultimate objective is to boost the demand based income generation programmes and thereby raise the economic and social status of tribes. Further, this Ministry gives grants under Article 275(1) of the Constitution of India for the purpose of promoting welfare of the Scheduled Tribes (ST) or raising the level of administration in the scheduled areas. This Ministry is committed to the inclusive growth of the ST and has many schemes/programmes which supplements the efforts of other Ministries at improving infrastructure and access to education and other services. Major Schemes/programmes of this ministry are development of Primitive Tribal Groups (PTGs), Girls / Boys Hostels for ST students, Ashram Schools in TSP area, Vocational Training Centres in Tribal Areas, Strengthening education among scheduled tribe girls in low literacy district, Post-matric scholarship for ST students, Upgradation of merit of ST students, Rajiv Gandhi National Fellowship Scheme, Scheme of top class education for ST students and National Overseas Scholarship Scheme for ST. In health sector, there are programmes for providing Mobile dispensary, 10+ bedded hospitals in tribal areas and Balwadis (Creches) etc. which are implemented through NGOs. Apart from this the Ministry of Rural Development is also implementing a number of schemes/programmes, namely, Mahatma Gandhi National Rural Employment Guarantee Act, (MGNREGA), Swarnjayanti Gram Swarojgar Yojana (SGSY)/National Rural Livelihood Mission (NRLM) for wage and self employment, Pradhan Mantri Gram Sadak Yojana (PMGSY) for rural connectivity, Indira Awas Yojana (IAY) for houses and Integrated Watershed Management Programmes (IWMP) for area development and National Social Assistance Programme (NSAP) which has one of the major schemes, namely, Indira Gandhi National Old Age Pension Scheme (IGNOAPS) in rural areas of country. These are also benefiting the ST population of the country.(d) to (g): According to the NFHS III survey, commissioned by the Ministry of Health and Family Welfare, the nutritional status of children is strongly related to maternal nutritional status. Undernutrition is much more common for children of mothers whose body mass index is below 18.5 than for children whose mothers are not underweight.The following table gives the percentage of malnourished children over three interrelated anthropometric indices with certain statistical expressions. Percentage of children under age five years classified as malnourished according to three anthropometric indices of nutritional status: height-for-age, weight-for-height, and weight-for-age, by background characteristics, India, 2005-06 Height-for-age Weight-for-height Weight-for-age Background Characteristics Percentage below -3 SD Percentage below -3 SD Percentage below -3 SDScheduled Caste 27.6 6.6 18.5 Scheduled Tribe 29.1 9.3 24.9 Other backward class 24.5 6.6 15.7 Other 17.8 5.2 11.1 Donâ<U+0080><U+0099>t know 22.3 3.1 16.3 Note: Table is based on children who stayed in the household the night before the interview. Each of the indices is expressed in standard deviation units (SD) from the median of the 2006 WHO International Reference Population. Table is based on children with valid dates of birth (month and year) and valid measurement of both height and weight. Total includes births with missing information on size at birth, religion, and caste/tribe, who are not shown separately.1 Includes children who are below -3 standard deviations (SD) from the International Reference Population median.( source : NFHS III)According to this Report, all the measures decrease steadily with an increase in the wealth index of the household. Children from households with a low standard of living are twice as likely to be undernourished as children from households with a high standard of living.",
178436.0,03.05.2012,WOMEN AND CHILD DEVELOPMENT,UNSTARRED,3091.0,Shri Y. S. Chowdary,Funds spent on Rajiv Gandhi Creche Scheme,"Will the Minister of WOMEN AND CHILD DEVELOPMENT be pleased to state:(a) the details of funds spent on Rajiv Gandhi Creche Scheme State-wise, during the last three years;(b) whether Government has received any complaints for misuse of funds by various NGOs, across the country;(c) if so, the details thereof; and(d) the present status thereof?","MINISTER OF STATE OF THE MINISTRY OF WOMEN AND CHILD DEVELOPMENT (SHRIMATI KRISHNA TIRATH)(a): Rajiv Gandhi National CrÃ¨che Scheme for the Children of Working Mothers is a Central Sector Scheme which envisages implementation through Central Social Welfare Board, and two national level Non-Governmental Organizations (NGOs), viz. Indian Council for Child Welfare (ICCW) and Bhartiya Adim Jati Sevak Sangh (BAJSS). The crÃ¨ches run by BAJSS have been temporarily transferred to CSWB due to alleged irregularities in implementation by BAJSS. Funds are released directly to the implementing agencies and no State-wise releases are made. However, funds released to the implementing agencies during the last three years are as under:-Year Amount Released2009-10 Rs.99.93 crore2010-11 Rs.69.36 crore2011-12 Rs.73.83 crore (b) to (d): Yes, sir. The Ministry had received complaints of irregularities in the management of crÃ¨ches against Bhartiya Adim Jati Sevak Sangh which were enquired into by Chief Vigilance Officer (CVO) of the Ministry. On the basis of this report and as per advice of the Central Vigilance Commission (CVC), the Ministry has entrusted the investigation of the complaints to Central Bureau of Investigation (CBI). A complaint regarding misappropriation of funds and malfunctioning of crÃ¨ches by ICCW and its State Councils was also received. The same was examined by this Ministry and after considering the point-wise comments/observations of ICCW on the allegations, an advisory was issued on 22.2.2012 to ICCW asking them to expeditiously carry out an enquiry and take action on issues brought out in the complaint and submit a report to this Ministry within six months.******",
